2021;s Note: MDPI stays neutral with regard to jurisdictional claims in published …;sNote:MDPIstaysneutralwithregardtojurisdictionalclaimsinpublished…;Relativistic B-Spline R-Matrix Calculations for Electron Collisions with Ytterbium. Atoms 2021_ 9_ 47;
2021;APS Annual Gaseous Electronics Meeting Abstracts;PR23.003;Benchmark Calculations for Electron Collisions with Ytterbium.;
2021;APS Annual Gaseous Electronics Meeting Abstracts;GT61.034;Convergent close-coupling calculations of the Fulcher-α linear polarization fraction in e-H2 collisions;
2021;APS Annual Gaseous Electronics Meeting Abstracts;PR23.001;A Science Gateway for Atomic and Molecular Physics: Democratizing Atomic and Molecular Physics Research and Education;
2021;APS Annual Gaseous Electronics Meeting Abstracts;PR23.002;B-Spline Atomic R-Matrix Calculations on the AMPGateway;
2020;arXiv e-prints;arXiv:2011.09649;Quantum control of entangled photon-pair generation in electron-atom collisions driven by laser-synthesized free-electron wave packets;
2020;APS Annual Gaseous Electronics Meeting Abstracts;XF1.001;Atomic and Molecular Collision Data for Plasma Science;
2020;Journal of Physics: Conference Series 1412 (11);112002;Two-color VUV+ IR multiphoton ionization of the He+ ion by circularly polarized light in the region of the 3p excited state;
2020;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2020…;Observation of dynamic Stark resonances in strong-field excitation;
2020;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2020…;Two-color few-photon ionization of helium: comparison of theory and experiment.;
2020;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2020…;Dichroism in ionization of oriented Li (2p) atoms by circularly polarized laser radiation.;
2020;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2020…;A multicolor interferometric method for extracting phase information on continuum-continuum couplings.;
2020;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2020…;A combined B-spline R-matrix approach for the study of time-dependent multielectron dynamics in complex atoms.;
2020;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2020…;Sideband oscillations in four-photon RABBIFT scans.;
2020;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2020…;Ellipticity dependence of frustrated tunneling ionization in argon atoms.;
2019;VizieR Online Data Catalog;J/A+A/627/A177;VizieR Online Data Catalog: Non-LTE analysis of KI in late-type stars (Reggiani+_ 2019);
2019;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2019…;Frustrated tunnel ionization of argon by intense few-cycle infrared laser radiation;
2019;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2019…;Effect of cascade transitions after electron-impact excitation of Zn by spin-polarized electrons.;
2019;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2019…;Electron Collisions with Atoms and Ions: Current Status and Future Prospects;
2019;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2019…;Attoclock setup with negative ions: A possibility for experimental validation.;
2019;APS Annual Gaseous Electronics Meeting Abstracts;FT1.034;Using a collisional-radiative model to validate e-Xe+ cross sections calculated by the Dirac B-spline R-matrix approach;
2019;APS Annual Gaseous Electronics Meeting Abstracts;MW1.002;Electron capture and ionization in proton collisions with helium;
2019;APS Annual Gaseous Electronics Meeting Abstracts;MW1.020;A comprehensive collisional-radiative model for Xe+ and Xe excited species;
2019;APS Annual Gaseous Electronics Meeting Abstracts;LW1.001;Electron Scattering from Complex Atoms and Ions: Current Status and Future Prospects.;
2018;Journal of Physics B: Atomic;132001;Electron collisions—experiment_ theory_ and applications;
2018;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2018…;B-spline R-matrix with pseudo-states calculations for electron-impact excitation and ionization of calcium;
2018;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2018…;Comparing the performance of time-dependent-Schrödinger-equation solvers for the 800-nm_ one-electron-atom_ strong-field problem;
2018;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2018…;Electron-impact excitation cross sections for Fe I;
2018;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2018…;Quantum coherent control of the photoelectron angular distribution in bichromatic-field ionization;
2018;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2018…;Cross Sections and Spin Asymmetries for Electron Collisions with Lead;
2018;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2018…;Comprehensive out-of-plane (e_ 2 e) measurements and calculations on He autoionizing levels;
2018;Computer Physics Communications 225;192-193;A new Fortran 90 program to compute regular and irregular associated Legendre functions (new version announcement);
2018;Journal of Physics B: Atomic;035004;Low-energy outer-shell photo-detachment of the negative ion of aluminum;
2018;APS Annual Gaseous Electronics Meeting Abstracts;PR1.002;Light polarization after electron impact excitation of Zinc.;
2018;APS Annual Gaseous Electronics Meeting Abstracts;PR1.007;Dirac B-spline R-Matrix Calculations for e-Xe+ collisions.;
2018;APS Annual Gaseous Electronics Meeting Abstracts;PR1.003;Cross Sections and Spin Asymmetries for Electron Collisions with Lead Atoms;
2017;Journal of Physics B: Atomic;MolecularandOpticalPhysics50(LA-UR-17-26291);A brief history of electron and photon collisions with H2+ and H2;
2017;Bulletin of the American Physical Society 62;BulletinoftheAmericanPhysicalSociety62;Electron Impact Excitation of Xenon;
2017;VizieR Online Data Catalog;J/A+A/606/A11;VizieR Online Data Catalog: Inelastic e+ Mg collision data (Barklem+_ 2017);
;;;;
2017;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2017…;B-spline R-matrix calculations for electron-impact excitation of N3+;
2017;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2017…;Strong-field electron tunnelling dynamics in atomic hydrogen;
2017;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2017…;Comprehensive out-of-plane (e_ 2 e) measurements on He autoionizing levels;
2017;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2017…;Spin entanglement in elastic electron scattering from quasi-one electron atoms;
2017;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2017…;Few-cycle strong-field ionization of atomic hydrogen with elliptically polarized light.;
2017;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2017…;Coherent control of the photoelectron angular distribution in short-pulse XUV ionization of neon;
2017;Journal of Physics_ Conference Series (Online) 875 (3);JournalofPhysics.ConferenceSeries(Online)875(3);Attoclock using Atomic Hydrogen;
2017;Polarization;97-124;Computational Methods;
2017;Polarization;45-70;Experimental Geometries and Approaches;
2017;Polarization;393-400;Introductory Summaries;
2017;Polarization;37-43;Polarized Electrons;
2017;Polarization;71-95;Density Matrices: Connection Between Experiment and Theory;
2017;Polarization;285-310;Propensity Rules;
2017;Polarization;213-283;Ion and Atom Impact Excitation;
2017;Polarization;11-35;Polarized Light;
2017;Polarization;311-335;Impact Ionization;
2017;Polarization;351-390;Related Topics and Applications;
2017;Polarization;337-349;Photo-Driven Processes;
2017;Polarization;127-211;Electron Impact Excitation;
2016;APS Annual Gaseous Electronics Meeting Abstracts;UF1.005;Benchmark calculations for electron-impact excitation and ionization of beryllium;
2016;APS Annual Gaseous Electronics Meeting Abstracts;MW6.015;An out-of-plane (e_ 2 e) study of He autoionization from 80 to 488 eV incident energies;
2016;APS Annual Gaseous Electronics Meeting Abstracts;KW1.001;Will Allis Prize for the Study of Ionized Gases: Electron Collisions-Experiment_ Theory_ and Applications;
2016;International Conference on Ultrafast Phenomena;UTh4A.29;Percent-level accuracy in measuring strong-field photoionization and laser intensity;
2016;Proceedings of the XSEDE16 Conference on Diversity;andScienceat…;Time Propagation of Partial Differential Equations Using the Short Iterative Lanczos Method and Finite-Element Discrete Variable Representation: An Experiment Using the Intel …;
2016;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2016…;Will Allis Prize Talk: Electron Collisions-Experiment_ Theory and Applications;
2016;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2016…;Multi-photon two-color ionization of atoms and ions by femtosecond pulses;
2016;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2016…;Two-pathway interferences in photoelectron angular distributions induced by circularly polarized femtosecond pulses.;
2016;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2016…;Out-of-plane (e_ 2 e) measurements on He autoionizing levels at 80_ 150_ and 488 eV;
2016;ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 251;ABSTRACTSOFPAPERSOFTHEAMERICANCHEMICALSOCIETY251;Using attosecond pulses to control the electron dynamics in atoms and molecules;
2016;PHYSICAL REVIEW A 93 (1);PHYSICALREVIEWA93(1);Interfering one-photon and two-photon ionization by femtosecond VUV pulses in the region of an intermediate resonance (vol 91_ 063418_ 2015);
2016;Physical Review A 93 (1);019901;Erratum: Interfering one-photon and two-photon ionization by femtosecond VUV pulses in the region of an intermediate resonance [Phys. Rev. A 91_ 063418 (2015)];
2015;APS Annual Gaseous Electronics Meeting Abstracts;OR4.004;Non-perturbative B-spline R-matrix with pseudo-states calculations for electron-impact excitation-ionization of helium to the n = 3 states of He+;
2015;APS Annual Gaseous Electronics Meeting Abstracts;PR4.003;Coherence parameter measurements for neon and hydrogen;
2015;Journal of Physics: Conference Series 635 (9);092021;Pulse-shape effects in strong-field atomic ionization by an XUV pulse;
2015;PHYSICAL REVIEW A 92 (1);PHYSICALREVIEWA92(1);Low-energy electron-impact ionization of argon: Three-dimensional cross section (vol 85_ 032702_ 2012);
2015;Physical Review A 92 (1);019901;Erratum: Low-energy electron-impact ionization of argon: Three-dimensional cross section [Phys. Rev. A 85_ 032702 (2012)];
2015;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2015…;Pulse-Shape Effects in Ionization of Atomic Hydrogen by Short-Pulse XUV Intense Laser Radiation;
2015;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2015…;Interference effects in one-and two-photon ionization by femtosecond VUV pulses;
2015;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2015…;Simultaneous ionization-excitation of helium to the 3s_ 3p_ and 3d states of He+;
2015;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2015…;Out-of-plane (e_ 2 e) measurements on He autoionizing levels using a novel electron gun;
2014;Proceedings of the 240 Conference: Science's Great Challenges 157;195-214;Time‐Dependent Computational Methods for Matter Under Extreme Conditions;
2014;Physical Review A 90 (4);043416;Alignment and pulse-duration effects in two-photon double ionization of H 2 by femtosecond XUV laser pulses;
2014;APS Annual Gaseous Electronics Meeting Abstracts;MW1.008;Out-of-plane (e_ 2 e) measurements with 150 eV incident beam energy on He autoionizing levels;
2014;APS Annual Gaseous Electronics Meeting Abstracts;MW1.004;Comparison of analytical formulae and quantum calculations for differential cross sections in e-Ar;
2014;APS Annual Gaseous Electronics Meeting Abstracts;FT3.008;Plasma Formation During Operation of a Diode Pumped Alkali Laser (DPAL) in Cs;
2014;APS Annual Gaseous Electronics Meeting Abstracts;QR3.004;B-spline R-matrix with pseudostates calculations for electron collisions with atomic nitrogen;
2014;Physical Review A 89 (5);052713;B-spline R-matrix-with-pseudostates calculations for electron-impact excitation and ionization of fluorine;
2014;APS Division of Atomic;K1.122;Percent-level accuracy in measuring photoionisation yields and peak intensities for intense few-cycle laser pulses;
2014;APS Division of Atomic;K1.106;Complementary Imaging of the Nuclear Dynamics in Laser-Excited Diatomic Molecular Ions in the Time and Frequency Domains;
2014;APS Division of Atomic;K1.141;Two-photon double-ionization of the H2 molecule in light perpindicular to the internuclear axis: effects of pulse duration;
2014;APS Division of Atomic;P7.007;Time-and Frequency-Dependent Imaging of Nuclear Dynamics in Laser-Excited Nobel-Gas Dimers;
2014;Journal of Physics: Conference Series 488 (1);JournalofPhysics:ConferenceSeries488(1);Benchmark calculations for electron collisions with complex atoms;
2014;Journal of Physics B: Atomic;061001;Benchmark calculation of total cross sections for ionization–excitation of helium;
2014;APS March Meeting Abstracts 2014;C1.349;Precise photoionization yields of atomic hydrogen using intense few-cycle light pulses;
2014;Physical Review A 89 (2);029904;Erratum: Benchmark experiment for electron-impact ionization of argon: Absolute triple-differential cross sections via three-dimensional electron emission images [Phys. Rev. A …;
2014;Université de Lorraine;UniversitédeLorraine;MPS 2014: International Conference on Many Particle Spectroscopy of Atoms_ Molecules_ Clusters and Surfaces: Metz_ France_ July 16-18_ 2014;
2013;Physical Review A 88 (4);043402;Resonance effects in two-photon double ionization of H 2 by femtosecond XUV laser pulses;
2013;APS Annual Gaseous Electronics Meeting Abstracts;HW1.006;Evaluation of theoretical cross sections for electron scattering from noble gases for plasma modeling;
2013;APS Annual Gaseous Electronics Meeting Abstracts;HW1.022;Electron Collisions with Argon at Low and Intermediate Energies;
2013;Journal of Physics D: Applied Physics 46 (33);334004;Computational methods for electron–atom collisions in plasma applications;
2013;Springer;Springer;Computational atomic physics: electron and positron collisions with atoms and ions;
2013;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2013…;B-Spline R-Matrix with Pseudo-States Treatment of Electron Collisions with Argon;
2013;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2013…;Energy dependence of the (e_ 2 e) recoil/binary peak ratio across He autoionizing levels;
2013;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2013…;Photoionization of H2+ in intense elliptically polarized radiation;
2013;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2013…;Electron-impact ionization of neon at 100 eV: a benchmark comparison between experiment and theory for a complex target;
2013;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts2013…;Two-photon double-ionization of the H2 molecule: effects of pulse duration;
2013;Journal of Physics D: Applied Physics 46 (33);334001;Comparisons of sets of electron–neutral scattering cross sections and swarm parameters in noble gases: I. Argon;
2012;Journal of Physics_ Conference Series (Online) 388;JournalofPhysics.ConferenceSeries(Online)388;Alignment dependence in the breakup of the H {sub 2} molecule by an xuv laser pulse;
2012;APS Annual Gaseous Electronics Meeting Abstracts;NW1.005;Electron Impact Excitation and Ionization of Neon;
2012;APS Annual Gaseous Electronics Meeting Abstracts;JW1.001;GEC Foundation Talk: Electron Collisions with Atoms_ Ions_ and Molecules: Experiment_ Theory_ and Applications;
2012;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts43…;Carrier-envelope phase effects in few-cycle ionisation of atomic hydrogen;
2012;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts43…;Nonperturbative Treatment of Electron-Impact Ionization of Ar (3p);
2012;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts43…;B-Spline R-Matrix with Pseudo-States Treatment of Electron Collisions with Neon;
2012;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts43…;Electron scattering from silicon;
2012;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts43…;Refutation of a propensity rule in low-energy electron scattering by neon atoms;
2012;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts43…;Effect of moving nuclei in multiphoton ionization of the H2^_ ion;
2012;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts43…;Double-slit interference in H2^_ subjected to ultrashort x-ray radiation;
2012;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts43…;Benchmark Calculations of Atomic Data for Modelling Applications;
2012;APS March Meeting Abstracts 2012;D10.001;Benchmark Calculations of Atomic Collision Processes;
2011;APS Annual Gaseous Electronics Meeting Abstracts;QRP1.065;Electron scattering from krypton: High-resolution electron scattering experiments and B-spline R-matrix calculations;
2011;APS Annual Gaseous Electronics Meeting Abstracts;NR2.009;Fully Nonperturbative Treatment of Ionization and Ionization with Excitation of Noble Gases;
2011;APS Annual Gaseous Electronics Meeting Abstracts;GT1.002;Computational Methods for Electron-Atom Collisions;
2011;APS Annual Gaseous Electronics Meeting Abstracts;QRP1.069;Comparisons of sets of electron-neutral scattering cross sections and calculated swarm parameters in Ar;
2011;Physical Review_ A 84 (3);PhysicalReview.A84(3);Alignment effects in two-photon double ionization of H {sub 2} in femtosecond xuv laser pulses;
2011;Physical Review_ A 84 (3);PhysicalReview.A84(3);Multiphoton ionization of H {sub 2}{sup+} in xuv laser pulses;
2011;Conference on Lasers and Electro-Optics/Pacific Rim;J789;Carrier-envelope phase effects in few-cycle ionisation of atomic hydrogen;
2011;2011 International Quantum Electronics Conference (IQEC) and Conference on …;2011InternationalQuantumElectronicsConference(IQEC)andConferenceon…;Above-threshold ionization in atomic hydrogen using intense few-cycle laser pulses;
2011;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts42…;Alignment dependence in the breakup of the H2 molecule by xuv laser pulses;
2011;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts42…;Breakup of the H2 molecule by xuv laser pulses: A time-dependent treatment in prolate spheroidal coordinates;
2011;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts42…;B-spline R-matrix with pseudo-states calculation for electron-impact ionization of helium;
2011;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts42…;Electron Collision Cross Sections for Iodine;
2011;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts42…;Multi-photon ionization of the H2+ molecule by a laser pulse;
2011;High Intensity Lasers and High Field Phenomena;HWB3;Benchmarking attosecond physics with atomic hydrogen;
2011;Journal of physics_ B_ Atomic;molecularandopticalphysics44(4);Differential cross sections for electron impact excitation of the n;
2011;The 64th Annual Gaseous Electronics Conference (GEC 2011);2018…;Comparisons of sets of electron-neutral scattering g cross sections and calculated swarm parameters: II. Ar;
2011;2011 APS Meetings: 64th Annual Gaseous Electronics Conference;Nov.2011…;Comparisons of sets of electron− neutral scattering cross sections and calculated swarm parameters in helium and neon;
2011;Journal of Physics B-Atomic Molecular and Optical Physics 44 (16);169801;CORRIGENDUM: Near-threshold electron impact excitation of the argon 3p54s configuration—new and revised normalized differential cross sections using recent time-of-flight …;
2011;Physical Review-Section A-Atomic Molecularand Optical Physics 84 (3);PhysicalReview-SectionA-AtomicMolecularandOpticalPhysics84(3);Multiphoton ionization of Hi" 1" in xuv laser pulses (13 pages) 033420;
2011;;;Experimental ionization of atomic hydrogen with few-cycle pulses;
2011;Physical Review-Section A-Atomic Molecularand Optical Physics 83 (4);PhysicalReview-SectionA-AtomicMolecularandOpticalPhysics83(4);Atomic and molecular collisions and interactions-Unexpected effects in spin-polarized electron-impact excitation of the (3d10) 4s5s) S1 state in zinc (4 pages) 040701 (R;
2010;Physical Review_ A 82 (6);PhysicalReview.A82(6);Electron collisions with copper atoms: Elastic scattering and electron-impact excitation of the (3d {sup 10} 4s){sup 2} S {yields}(3d {sup 10} 4p){sup 2} P resonance transition;
2010;Physical Review A 82 (6);062705;Out-of-plane (_) angular distributions and energy spectra of helium autoionizing levels;
2010;Physical Review_ A 82 (4);PhysicalReview.A82(4);Two-photon double ionization of H {sub 2} in intense femtosecond laser pulses;
2010;Bulletin of the American Physical Society 55;BulletinoftheAmericanPhysicalSociety55;Electron scattering from copper;
2010;Bulletin of the American Physical Society 55;BulletinoftheAmericanPhysicalSociety55;Benchmark data for elastic and inelastic electron collisions with krypton atoms;
2010;Bulletin of the American Physical Society 55;BulletinoftheAmericanPhysicalSociety55;Elastic electron scattering from atomic and molecular iodine;
2010;Bulletin of the American Physical Society 55;BulletinoftheAmericanPhysicalSociety55;A comprehensive study of electron collisions with heavy noble gases;
2010;Journal of Physics B: Atomic;125202;A detailed study of electron impact ionization of Ne (2s) and Ar (3s);
2010;Journal of Physics_ B;MolecularandOpticalPhysics43;New light on the Kr {sup-}(4p {sup 5} 5s {sup 2}) Feshbach resonances: high-resolution electron scattering experiments and B-spline R-matrix calculations;
2010;;;Ionization of atomic hydrogen in strong infrared laser fields;
2010;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts55…;Double Ionization of H2 in Intense Short-Pulse Laser Fields;
2010;APS March Meeting Abstracts 2010;A31.013;Solvable model of the second order phase transition in rotating BEC;
2010;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts55…;Experimental ionization of atomic hydrogen with few-cycle laser pulses;
2009;Computer Physics Communications 180 (12);2401-2409;ALTDSE: An Arnoldi–Lanczos program to solve the time-dependent Schrödinger equation;
2009;Journal of Physics: Conference Series 194 (3);032031;Multi-photon ionization of lithium;
2009;Journal of Physics: Conference Series 194 (4);042046;Complex q parameters for helium L= 0_ 1_ 2 autoionizing levels;
2009;Journal of Physics: Conference Series 194 (3);032034;Angular distribution in multi-photon ionization of hydrogen in intense laser fields;
2009;Journal of Physics B: Atomic;225201;Complex Fano asymmetry parameters for helium L= 0_ 1_ 2 autoionizing levels excited by electron impact;
2009;APS Annual Gaseous Electronics Meeting Abstracts;SR2.002;Benchmark calculations for electron collisions with mercury;
2009;APS Annual Gaseous Electronics Meeting Abstracts;SR2.005;Accurate atomic data for xenon: energy levels_ oscillator strengths_ and electron collision cross sections;
2009;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts40…;Ionization of helium by proton and anti-proton impact: a finite-element discrete-variable approach;
2009;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts40…;Fully relativistic B-spline R-matrix calculations for electron collisions with xenon;
2009;Physical Review A 79 (4);042713;Fully relativistic B-spline R-matrix calculations for electron collisions with mercury;
2009;APS March Meeting Abstracts;L16.011;Rotating Bose-Einstein condensates at the phase transition point;
2009;Journal of Physics B: Atomic;044010;Resonance effects in electron and photon impact excitation of the p6 subvalence subshell in alkali atoms;
2008;APS Annual Gaseous Electronics Meeting Abstracts;SR2.003;Four-Body Interactions in Excitation-Ionization;
2008;APS Annual Gaseous Electronics Meeting Abstracts;FTP.108;A Fully Relativistic B-Spline R-Matrix Method for Electron and Photon Collisions with Atoms and Ions;
2008;APS Annual Gaseous Electronics Meeting Abstracts;LW2.003;Low-Energy Electron Collisions with Copper and Gold Atoms;
2008;APS Annual Gaseous Electronics Meeting Abstracts;LW2.006;Absolute angle-differential cross sections for near-threshold electron-impact excitation of neon;
2008;AIP Conference Proceedings 1037 (1);115-125;Charged‐Particle Impact Ionization of Atoms;
2008;Physical Review A 77 (6);062711;Electron-impact excitation of the (5 d 10 6 s) S 2 1/2→(5 d 10 6 p) P 2 1/2_ 3/2 resonance transitions in gold atoms;
2008;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts39…;Full-Relativistic B-Spline R-Matrix Calculations for Electron Collisions with Gold Atoms.;
2008;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts39…;Out-of-plane (e_ 2e) angular distributions and energy spectra of He autoionizating states;
2008;APS Division of Atomic;MolecularandOpticalPhysicsMeetingAbstracts39…;Excitation and Ionization of Argon by Few-Cycle Intense Laser Pulses;
2008;Physical Review A 77 (4);043421;Dynamics of two-photon double ionization of helium in short intense xuv laser pulses;
2008;Journal of Physics B: Atomic;065203;An (e_ 2e) study of the ionization and ionization–excitation of magnesium to the Mg+ (3s)_(3p) and (4s/3d) states;
2008;APS March Meeting Abstracts;J14.009;Phase transitions in rotating Bose-Einstein condensates;
